@relation adult.data

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
18,' Private',230875,' 11th',7,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',159123,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
57,' Self-emp-inc',257200,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Self-emp-inc',342084,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
21,' Private',231866,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,65,' United-States',' <=50K'
32,' Local-gov',161478,' Bachelors',13,' Divorced',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,46,' United-States',' <=50K'
30,' Private',211840,' Some-college',10,' Separated',' Sales',' Unmarried',' Black',' Female',0,0,16,' United-States',' <=50K'
47,' Private',110243,' 11th',7,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',131033,' 11th',7,' Never-married',' Other-service',' Other-relative',' Black',' Male',0,0,15,' United-States',' <=50K'
54,' Private',200098,' Bachelors',13,' Divorced',' Sales',' Not-in-family',' Black',' Female',0,0,60,' United-States',' <=50K'
45,' Self-emp-not-inc',239093,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' Amer-Indian-Eskimo',' Male',3137,0,40,' United-States',' <=50K'
20,' ?',163911,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
57,' Private',130714,' 1st-4th',2,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,22,' United-States',' <=50K'
47,' Local-gov',162187,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
25,' State-gov',261979,' HS-grad',9,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',61272,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
38,' Local-gov',123983,' Bachelors',13,' Never-married',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Male',0,1741,40,' Vietnam',' <=50K'
43,' Self-emp-inc',286750,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,99,' United-States',' >50K'
21,' Private',119156,' Some-college',10,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
42,' Private',385591,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
51,' Local-gov',193720,' HS-grad',9,' Married-spouse-absent',' Handlers-cleaners',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
19,' ?',128453,' HS-grad',9,' Never-married',' ?',' Own-child',' White',' Female',0,0,28,' United-States',' <=50K'
49,' Local-gov',276247,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',118619,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',0,0,50,' United-States',' <=50K'
63,' Private',151210,' 7th-8th',4,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',325923,' Some-college',10,' Never-married',' Tech-support',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
29,' Private',157612,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',14344,0,40,' United-States',' >50K'
51,' Local-gov',176813,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
29,' ?',168873,' Some-college',10,' Divorced',' ?',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
45,' Private',192835,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',3942,0,40,' United-States',' <=50K'
27,' Private',660870,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,60,' United-States',' <=50K'
26,' Private',108658,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',181091,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,60,' Iran',' >50K'
31,' Private',49325,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',241360,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' ?',' <=50K'
33,' Self-emp-not-inc',203784,' Assoc-voc',11,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,62,' United-States',' <=50K'
19,' Private',127190,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
26,' Local-gov',425092,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',2174,0,40,' United-States',' <=50K'
27,' Private',214858,' HS-grad',9,' Married-civ-spouse',' Other-service',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',222162,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,66,' United-States',' <=50K'
48,' State-gov',85384,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Private',145284,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Federal-gov',126204,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
38,' Private',175120,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',193882,' Assoc-voc',11,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',162343,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' Dominican-Republic',' <=50K'
40,' Private',144067,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
58,' Federal-gov',129786,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',60552,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
26,' Private',181597,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
34,' Private',386877,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
45,' Private',131826,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',113364,' Assoc-acdm',12,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
35,' Self-emp-not-inc',108198,' HS-grad',9,' Divorced',' Craft-repair',' Own-child',' Amer-Indian-Eskimo',' Male',0,0,15,' United-States',' <=50K'
42,' Private',102606,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
41,' Local-gov',47902,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
48,' Private',168216,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
33,' Self-emp-not-inc',343021,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,65,' United-States',' <=50K'
31,' Private',164243,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1579,40,' United-States',' <=50K'
33,' Private',55699,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',3908,0,40,' United-States',' <=50K'
59,' Private',291529,' 10th',6,' Widowed',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,52,' United-States',' <=50K'
43,' Private',96102,' Masters',14,' Married-spouse-absent',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
22,' Private',199555,' Some-college',10,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
46,' Private',176814,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99999,0,50,' United-States',' >50K'
23,' Never-worked',188535,' 7th-8th',4,' Divorced',' ?',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
18,' ?',423460,' 11th',7,' Never-married',' ?',' Own-child',' White',' Male',0,0,36,' United-States',' <=50K'
19,' Self-emp-not-inc',36012,' Some-college',10,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
26,' Private',396482,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,48,' United-States',' <=50K'
50,' Self-emp-not-inc',155118,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',99999,0,35,' United-States',' >50K'
45,' Local-gov',167159,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
59,' Private',186385,' 10th',6,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',109080,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
19,' ?',541282,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Private',222011,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,43,' United-States',' <=50K'
30,' Private',117393,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
33,' Private',80145,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
45,' Private',240554,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
65,' Private',115880,' Doctorate',16,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
36,' Private',146311,' 9th',5,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Self-emp-not-inc',187454,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',135296,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,2258,45,' United-States',' >50K'
34,' State-gov',595000,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' Black',' Female',0,0,40,' United-States',' >50K'
49,' Private',211005,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,60,' United-States',' <=50K'
48,' Private',79646,' 11th',7,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
25,' Private',121102,' Assoc-acdm',12,' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,2001,30,' United-States',' <=50K'
21,' Private',434102,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Local-gov',190786,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,20,' United-States',' <=50K'
45,' Private',205644,' HS-grad',9,' Separated',' Tech-support',' Not-in-family',' White',' Female',0,0,26,' United-States',' <=50K'
22,' Private',184665,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
68,' Private',67791,' Some-college',10,' Widowed',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',398904,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Private',266530,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',0,0,45,' United-States',' <=50K'
52,' Private',127749,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
61,' Self-emp-not-inc',392694,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
22,' Private',103440,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,24,' United-States',' <=50K'
31,' Private',339482,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1848,40,' United-States',' >50K'
56,' Self-emp-not-inc',157486,' 10th',6,' Divorced',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
24,' State-gov',154432,' Bachelors',13,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
38,' Private',168680,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
45,' Private',362883,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',5013,0,40,' United-States',' <=50K'
27,' Private',109881,' Bachelors',13,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
52,' Private',380633,' 5th-6th',3,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,40,' Mexico',' <=50K'
24,' Private',182342,' Bachelors',13,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Federal-gov',290856,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
45,' Private',186272,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' Black',' Male',7298,0,40,' United-States',' >50K'
46,' Private',155489,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,58,' United-States',' >50K'
33,' Private',34748,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,1887,20,' United-States',' >50K'
51,' Private',508891,' HS-grad',9,' Divorced',' Machine-op-inspct',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
40,' Private',283724,' 9th',5,' Never-married',' Craft-repair',' Other-relative',' Black',' Male',0,0,49,' United-States',' <=50K'
38,' Local-gov',225605,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,44,' United-States',' <=50K'
37,' Private',167851,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
22,' Private',191324,' Some-college',10,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
38,' Private',255941,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',10520,0,50,' United-States',' >50K'
33,' Self-emp-not-inc',38223,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,70,' United-States',' <=50K'
68,' State-gov',493363,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
25,' Private',316688,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
23,' Private',133061,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
80,' Private',249983,' 7th-8th',4,' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,24,' United-States',' <=50K'
33,' Local-gov',156015,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Self-emp-not-inc',455995,' 11th',7,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' United-States',' >50K'
25,' Private',165622,' Masters',14,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,55,' United-States',' <=50K'
36,' Private',169469,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
47,' Private',102771,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
33,' Private',101562,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
64,' Self-emp-inc',181408,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
26,' Private',318518,' Some-college',10,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',217235,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
50,' Private',135643,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Other-relative',' Asian-Pac-Islander',' Female',0,0,40,' China',' <=50K'
55,' Private',84231,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
28,' Self-emp-not-inc',240172,' Masters',14,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',279015,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,2415,70,' Taiwan',' >50K'
48,' Private',377757,' 10th',6,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
20,' Private',161092,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',155489,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',109952,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
35,' Private',170263,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
36,' Self-emp-not-inc',219611,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' Black',' Female',2174,0,50,' United-States',' <=50K'
27,' Private',31757,' Assoc-voc',11,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,38,' United-States',' <=50K'
32,' Private',185732,' 11th',7,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
19,' Private',205829,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
36,' Private',301614,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
70,' Private',220589,' Some-college',10,' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,0,12,' United-States',' <=50K'
43,' Private',206878,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
31,' Private',184306,' Assoc-voc',11,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,1980,60,' United-States',' <=50K'
33,' ?',119918,' Bachelors',13,' Never-married',' ?',' Not-in-family',' Black',' Male',0,0,45,' ?',' <=50K'
21,' Private',329530,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
32,' Private',185480,' Assoc-voc',11,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
22,' ?',306031,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
17,' Private',289405,' 11th',7,' Never-married',' Machine-op-inspct',' Own-child',' Other',' Male',0,0,12,' United-States',' <=50K'
55,' Private',182460,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15024,0,35,' United-States',' >50K'
44,' Private',210525,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
73,' Self-emp-not-inc',130391,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,36,' United-States',' <=50K'
30,' Private',341346,' 11th',7,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' State-gov',177331,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',4386,0,40,' United-States',' >50K'
50,' Self-emp-not-inc',114117,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,32,' United-States',' <=50K'
31,' Private',220066,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',14344,0,50,' United-States',' >50K'
17,' Private',151141,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
47,' Private',198200,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Local-gov',112362,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',94064,' Assoc-voc',11,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',228057,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',340148,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
21,' Private',136610,' 12th',8,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,32,' United-States',' <=50K'
33,' Private',44392,' HS-grad',9,' Divorced',' Handlers-cleaners',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
22,' Private',127185,' 9th',5,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
72,' Federal-gov',39110,' 11th',7,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,8,' Canada',' <=50K'
40,' State-gov',34218,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',95725,' Assoc-voc',11,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
60,' Private',52900,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',98881,' 11th',7,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,32,' United-States',' <=50K'
24,' State-gov',147253,' Some-college',10,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
24,' ?',283731,' Bachelors',13,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Self-emp-inc',561489,' Masters',14,' Divorced',' Exec-managerial',' Not-in-family',' Black',' Female',0,0,50,' United-States',' <=50K'
39,' Federal-gov',82622,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
19,' State-gov',378418,' HS-grad',9,' Never-married',' Tech-support',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',318915,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Private',118551,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,45,' United-States',' >50K'
61,' Private',54373,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',125762,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
59,' Local-gov',171328,' 10th',6,' Widowed',' Other-service',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
63,' Private',102412,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',342768,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
62,' ?',225657,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,24,' United-States',' <=50K'
27,' Private',192384,' Prof-school',15,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Self-emp-not-inc',236852,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
25,' Private',450246,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',188246,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
35,' Private',177121,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
52,' Private',155233,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',119098,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
40,' Local-gov',243580,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
31,' Local-gov',143392,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
27,' Private',254500,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',0,0,36,' United-States',' <=50K'
42,' Self-emp-not-inc',444134,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,15,' United-States',' <=50K'
43,' Private',218558,' Bachelors',13,' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Male',3325,0,40,' United-States',' <=50K'
