@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
378,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
379,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
380,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
381,0,2339,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
382,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
383,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
384,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
385,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
386,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
387,0,2415,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
388,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
389,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
390,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
391,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
392,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
393,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
394,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
395,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
396,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
397,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
398,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
399,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
400,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
401,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
402,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
403,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
404,0,2179,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
405,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
406,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
407,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
408,0,1887,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
409,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
410,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
411,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
412,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
413,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
414,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
415,0,0,' Divorced',' Not-in-family',' Male',' >50K',cluster0
416,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
417,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
418,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
419,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
420,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
421,2176,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
422,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
423,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
424,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
425,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
426,0,1408,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
427,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
428,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
429,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
430,0,0,' Widowed',' Not-in-family',' Male',' <=50K',cluster0
431,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
432,2174,0,' Married-spouse-absent',' Not-in-family',' Female',' <=50K',cluster1
433,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
434,0,1980,' Never-married',' Own-child',' Male',' <=50K',cluster0
435,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
436,594,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
437,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
438,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
439,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
440,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
441,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
442,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
443,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
444,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
445,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
446,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
447,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
448,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
449,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
450,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
451,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
452,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
453,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
454,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
455,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
456,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
457,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
458,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
459,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
460,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
461,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
462,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
463,0,0,' Married-spouse-absent',' Unmarried',' Male',' <=50K',cluster0
464,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
465,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
466,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
467,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
468,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
469,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
470,0,0,' Never-married',' Unmarried',' Male',' >50K',cluster0
471,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
472,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
473,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
474,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
475,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
476,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
477,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
478,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
479,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
480,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
481,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
482,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
483,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
484,594,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
485,0,0,' Married-spouse-absent',' Own-child',' Female',' <=50K',cluster0
486,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
487,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
488,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
489,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
490,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
491,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
492,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
493,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
494,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
495,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
496,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
497,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
498,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
499,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
500,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
501,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
502,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
503,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
504,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
505,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
506,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
507,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
508,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
509,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
510,0,1380,' Married-spouse-absent',' Unmarried',' Male',' <=50K',cluster0
511,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
512,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
513,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
514,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
515,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
516,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
517,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
518,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
519,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
520,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
521,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
522,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
523,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
524,0,0,' Divorced',' Unmarried',' Male',' >50K',cluster0
525,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
526,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
527,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
528,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
529,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
530,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
531,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
532,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
533,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
534,20051,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
535,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
536,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
537,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
538,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
539,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
540,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
541,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
542,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
543,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
544,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
545,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
546,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
547,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
548,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
549,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
550,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
551,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
552,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
553,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
554,0,0,' Divorced',' Unmarried',' Female',' >50K',cluster0
555,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
556,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
557,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
558,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
559,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
560,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
561,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
562,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
563,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
564,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
565,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
566,5013,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
567,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
568,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
569,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
570,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
571,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
572,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
573,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
574,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
575,0,0,' Married-civ-spouse',' Wife',' Male',' >50K',cluster0
576,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
577,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
578,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
579,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
580,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
581,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
582,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
583,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
584,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
585,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
586,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
587,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
588,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
589,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
590,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
591,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
592,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
593,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
594,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
595,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
596,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
597,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
598,2174,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
599,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
600,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
601,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
602,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
603,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
604,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
605,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
606,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
607,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
608,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
609,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
610,6849,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster1
611,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
612,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
613,1055,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
614,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
615,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
616,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
617,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
618,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
619,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
620,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
621,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
622,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
623,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
624,0,0,' Married-spouse-absent',' Unmarried',' Male',' <=50K',cluster0
625,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
626,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
627,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
628,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
629,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
630,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
631,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
632,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
633,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
634,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
635,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
636,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
637,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
638,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
639,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
640,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
641,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
642,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
643,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
644,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
645,0,0,' Separated',' Not-in-family',' Male',' >50K',cluster0
646,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
647,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
648,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
649,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
650,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
651,4101,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
652,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
653,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
654,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
655,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
656,1111,0,' Widowed',' Unmarried',' Female',' <=50K',cluster1
657,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
658,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
659,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
660,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
661,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
662,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
663,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
664,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
665,8614,0,' Divorced',' Unmarried',' Female',' >50K',cluster1
666,3411,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
667,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
668,0,1762,' Married-spouse-absent',' Own-child',' Female',' <=50K',cluster0
669,0,1721,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
670,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
671,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
672,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
673,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
674,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
675,2597,0,' Never-married',' Own-child',' Female',' <=50K',cluster1
676,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
677,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
678,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
